applicant_id,age,employment_type,annual_income,years_employed,cibil_score,existing_loans_count,existing_emi_monthly,requested_loan_amount,loan_tenure_months,dependents,dti_ratio,previous_default,savings_balance,approved
TRAD-003009,56,Salaried,1060000.0,2,839,0,0.0,1393000.0,60,1,0.263,0,114000.0,1
TRAD-003010,37,Salaried,124000.0,4,631,1,7600.0,1194000.0,180,3,1.377,0,282000.0,0
TRAD-003011,43,Salaried,804000.0,25,643,1,15600.0,727000.0,180,4,0.293,0,11000.0,1
TRAD-003012,23,Salaried,616000.0,29,641,2,4400.0,2883000.0,48,4,1.256,0,483000.0,0
TRAD-003013,53,Self-Employed,361000.0,3,649,1,11800.0,1562000.0,120,4,0.825,0,608000.0,0
TRAD-003014,42,Salaried,723000.0,27,699,0,0.0,2489000.0,240,1,0.172,0,66000.0,1
TRAD-003015,41,Salaried,272000.0,7,578,0,0.0,630000.0,60,2,0.463,0,262000.0,0
TRAD-003016,44,Salaried,519000.0,29,803,0,0.0,1062000.0,240,2,0.102,0,180000.0,1
TRAD-003017,30,Salaried,426000.0,29,686,1,12800.0,95000.0,120,4,0.383,0,569000.0,1
TRAD-003018,47,Self-Employed,510000.0,19,900,0,0.0,685000.0,84,4,0.192,0,654000.0,1
TRAD-003019,53,Salaried,630000.0,5,589,0,0.0,520000.0,120,2,0.083,0,180000.0,0
TRAD-003020,36,Business Owner,366000.0,23,851,3,31800.0,2847000.0,24,4,3.0,0,0.0,0
TRAD-003021,26,Business Owner,1090000.0,3,832,1,11700.0,450000.0,12,1,0.542,0,588000.0,1
TRAD-003022,38,Business Owner,788000.0,10,661,1,9000.0,748000.0,180,3,0.2,0,311000.0,1
TRAD-003023,29,Self-Employed,1152000.0,19,662,4,24100.0,50000.0,120,4,0.255,0,312000.0,1
TRAD-003024,37,Self-Employed,605000.0,2,612,0,0.0,1247000.0,240,4,0.103,0,541000.0,1
TRAD-003025,48,Self-Employed,496000.0,11,614,0,0.0,315000.0,60,0,0.127,0,209000.0,1
TRAD-003026,25,Salaried,1142000.0,23,700,0,0.0,1497000.0,48,0,0.328,0,142000.0,1
TRAD-003027,53,Salaried,488000.0,2,702,1,7100.0,50000.0,180,1,0.181,0,211000.0,1
TRAD-003028,30,Self-Employed,600000.0,11,548,2,0.0,821000.0,240,0,0.068,0,422000.0,1
TRAD-003029,60,Salaried,852000.0,0,900,0,0.0,50000.0,180,1,0.004,1,520000.0,1
TRAD-003030,53,Salaried,303000.0,19,675,1,13600.0,581000.0,180,4,0.666,0,708000.0,0
TRAD-003031,32,Business Owner,849000.0,2,706,2,18600.0,713000.0,24,3,0.683,0,401000.0,1
TRAD-003032,45,Salaried,813000.0,8,641,1,16300.0,511000.0,180,0,0.282,0,264000.0,1
TRAD-003033,25,Salaried,1005000.0,15,675,3,43200.0,575000.0,12,3,1.088,0,522000.0,1
TRAD-003034,25,Self-Employed,899000.0,6,666,0,0.0,1531000.0,120,4,0.17,0,57000.0,1
TRAD-003035,63,Salaried,1014000.0,6,700,1,8500.0,2313000.0,24,4,1.241,0,655000.0,0
TRAD-003036,56,Business Owner,619000.0,25,699,1,7600.0,1121000.0,12,4,1.958,0,353000.0,0
TRAD-003037,27,Salaried,408000.0,23,776,0,0.0,341000.0,120,4,0.084,0,243000.0,1
TRAD-003038,33,Business Owner,1241000.0,2,722,0,0.0,942000.0,48,3,0.19,0,58000.0,1
TRAD-003039,29,Self-Employed,223000.0,25,767,0,0.0,670000.0,180,4,0.2,0,457000.0,1
TRAD-003040,38,Salaried,251000.0,14,699,3,34500.0,1478000.0,36,3,3.0,0,230000.0,0
TRAD-003041,33,Salaried,808000.0,4,722,0,0.0,1087000.0,120,3,0.135,0,276000.0,1
TRAD-003042,35,Salaried,1105000.0,27,677,2,26800.0,50000.0,84,0,0.298,0,0.0,1
TRAD-003043,44,Salaried,703000.0,10,795,2,16200.0,1614000.0,180,4,0.43,0,191000.0,1
TRAD-003044,29,Salaried,930000.0,9,731,1,9100.0,1528000.0,180,0,0.227,0,158000.0,1
TRAD-003045,59,Business Owner,120000.0,4,685,2,10200.0,1872000.0,84,1,3.0,0,405000.0,0
TRAD-003046,53,Salaried,510000.0,26,682,2,15800.0,564000.0,48,3,0.648,0,233000.0,0
TRAD-003047,54,Business Owner,125000.0,8,690,2,35300.0,1096000.0,60,3,3.0,0,0.0,0
TRAD-003048,28,Salaried,869000.0,17,703,1,5400.0,130000.0,84,4,0.096,0,196000.0,1
TRAD-003049,52,Business Owner,217000.0,7,695,0,0.0,867000.0,240,0,0.2,0,0.0,0
TRAD-003050,57,Salaried,292000.0,26,647,1,7200.0,1158000.0,24,3,2.279,1,39000.0,0
TRAD-003051,28,Salaried,794000.0,23,773,2,300.0,487000.0,12,0,0.618,0,551000.0,1
TRAD-003052,54,Self-Employed,947000.0,15,779,1,11200.0,1123000.0,60,3,0.379,0,0.0,1
TRAD-003053,36,Salaried,605000.0,10,869,2,13600.0,1009000.0,48,1,0.687,0,374000.0,1
TRAD-003054,55,Business Owner,810000.0,19,643,1,10300.0,608000.0,240,2,0.19,0,173000.0,1
TRAD-003055,42,Salaried,801000.0,14,763,0,0.0,1808000.0,36,0,0.752,0,125000.0,1
TRAD-003056,56,Salaried,590000.0,28,519,0,0.0,748000.0,24,0,0.634,1,55000.0,0
TRAD-003057,27,Salaried,343000.0,20,779,3,30900.0,986000.0,24,4,2.518,0,380000.0,0
TRAD-003058,38,Self-Employed,808000.0,0,562,1,5500.0,50000.0,240,2,0.085,0,408000.0,0
TRAD-003059,33,Salaried,822000.0,24,606,0,0.0,1237000.0,84,2,0.215,0,0.0,1
TRAD-003060,31,Salaried,900000.0,5,732,0,0.0,590000.0,240,1,0.033,0,588000.0,1
TRAD-003061,34,Salaried,737000.0,9,641,1,1000.0,1522000.0,36,4,0.705,0,3000.0,0
TRAD-003062,37,Salaried,323000.0,13,628,1,12300.0,50000.0,12,3,0.612,1,397000.0,0
TRAD-003063,26,Salaried,843000.0,6,654,3,40600.0,1180000.0,60,2,0.858,0,5000.0,0
TRAD-003064,52,Business Owner,650000.0,28,769,1,14900.0,50000.0,24,0,0.314,1,185000.0,1
TRAD-003065,45,Salaried,515000.0,29,611,1,17700.0,1300000.0,24,3,1.675,0,0.0,0
TRAD-003066,57,Self-Employed,568000.0,4,695,1,12100.0,786000.0,180,1,0.348,0,168000.0,0
TRAD-003067,52,Salaried,457000.0,9,664,2,22100.0,1160000.0,48,1,1.215,0,250000.0,0
TRAD-003068,27,Salaried,899000.0,11,778,1,13400.0,510000.0,12,3,0.746,0,13000.0,1
TRAD-003069,24,Salaried,253000.0,20,781,0,0.0,283000.0,24,4,0.559,0,379000.0,1
TRAD-003070,39,Salaried,372000.0,17,526,0,0.0,618000.0,48,1,0.415,0,411000.0,0
TRAD-003071,42,Salaried,558000.0,20,799,0,0.0,1025000.0,240,0,0.092,0,977000.0,1
TRAD-003072,31,Salaried,1102000.0,0,642,0,0.0,1275000.0,84,2,0.165,1,532000.0,0
TRAD-003073,55,Salaried,945000.0,15,722,1,6400.0,1097000.0,60,3,0.313,0,594000.0,1
TRAD-003074,46,Business Owner,191000.0,6,611,1,10900.0,291000.0,84,3,0.902,0,0.0,0
TRAD-003075,53,Salaried,1028000.0,6,735,1,11300.0,2094000.0,180,4,0.268,0,0.0,1
TRAD-003076,25,Salaried,1028000.0,23,900,0,0.0,1116000.0,24,1,0.543,0,226000.0,1
TRAD-003077,56,Salaried,321000.0,4,712,3,11700.0,495000.0,60,3,0.746,0,747000.0,0
TRAD-003078,30,Salaried,120000.0,0,656,3,31100.0,1176000.0,48,3,3.0,0,919000.0,0
TRAD-003079,40,Self-Employed,630000.0,14,678,0,0.0,1066000.0,12,4,1.692,0,128000.0,0
TRAD-003080,40,Salaried,964000.0,22,560,0,0.0,786000.0,60,4,0.163,0,153000.0,1
TRAD-003081,57,Self-Employed,1096000.0,15,838,1,13500.0,710000.0,120,1,0.213,0,436000.0,1
TRAD-003082,33,Salaried,406000.0,4,730,0,0.0,1540000.0,84,1,0.542,1,251000.0,0
TRAD-003083,31,Salaried,1141000.0,23,600,2,32100.0,2023000.0,12,2,2.111,0,257000.0,0
TRAD-003084,35,Business Owner,120000.0,11,603,1,10400.0,50000.0,48,1,1.144,0,459000.0,0
TRAD-003085,36,Salaried,547000.0,21,701,1,2300.0,1700000.0,48,0,0.827,1,979000.0,0
TRAD-003086,28,Self-Employed,533000.0,6,789,0,0.0,913000.0,24,1,0.856,0,626000.0,1
TRAD-003087,28,Salaried,973000.0,27,591,1,15500.0,1054000.0,60,1,0.408,1,767000.0,1
TRAD-003088,31,Business Owner,1014000.0,8,806,2,11400.0,1779000.0,60,3,0.486,1,0.0,0
TRAD-003089,41,Salaried,917000.0,29,691,0,0.0,50000.0,180,0,0.004,0,569000.0,1
TRAD-003090,36,Salaried,272000.0,11,612,0,0.0,1430000.0,120,3,0.526,0,63000.0,0
TRAD-003091,38,Self-Employed,892000.0,21,656,0,0.0,1734000.0,240,3,0.097,0,719000.0,1
TRAD-003092,52,Salaried,793000.0,15,866,2,11300.0,452000.0,48,0,0.313,0,639000.0,1
TRAD-003093,31,Salaried,182000.0,2,568,0,0.0,50000.0,24,4,0.137,0,451000.0,1
TRAD-003094,61,Business Owner,120000.0,2,630,3,19600.0,1966000.0,60,3,3.0,0,114000.0,0
TRAD-003095,54,Self-Employed,941000.0,12,790,1,16000.0,50000.0,84,3,0.212,0,179000.0,1
TRAD-003096,28,Self-Employed,600000.0,5,721,1,8900.0,1172000.0,36,3,0.829,0,199000.0,0
TRAD-003097,34,Self-Employed,290000.0,18,625,1,12100.0,1565000.0,60,4,1.58,0,491000.0,0
TRAD-003098,29,Business Owner,592000.0,4,792,1,13400.0,1158000.0,240,2,0.369,0,401000.0,1
TRAD-003099,33,Business Owner,752000.0,17,796,1,4600.0,1267000.0,120,2,0.242,0,655000.0,1
TRAD-003100,37,Self-Employed,627000.0,6,731,1,5700.0,728000.0,84,3,0.275,0,703000.0,1
TRAD-003101,26,Salaried,215000.0,5,642,2,24100.0,1201000.0,240,0,1.624,0,89000.0,0
TRAD-003102,21,Salaried,1178000.0,11,656,0,0.0,439000.0,12,0,0.373,0,419000.0,1
TRAD-003103,40,Self-Employed,931000.0,17,727,0,0.0,524000.0,60,3,0.113,0,416000.0,1
TRAD-003104,51,Business Owner,556000.0,11,575,0,0.0,923000.0,36,1,0.553,0,276000.0,0
TRAD-003105,34,Salaried,567000.0,10,826,1,3200.0,50000.0,36,1,0.097,0,535000.0,1
TRAD-003106,58,Salaried,751000.0,10,862,0,0.0,1275000.0,180,0,0.113,0,423000.0,1
TRAD-003107,37,Salaried,334000.0,10,678,0,0.0,50000.0,180,2,0.01,0,156000.0,1
TRAD-003108,60,Salaried,740000.0,12,734,0,0.0,1136000.0,60,2,0.307,0,264000.0,1
TRAD-003109,31,Business Owner,277000.0,25,813,0,0.0,1197000.0,60,4,0.864,0,213000.0,1
TRAD-003110,44,Salaried,630000.0,17,886,1,7000.0,384000.0,84,2,0.22,0,118000.0,1
TRAD-003111,54,Self-Employed,323000.0,12,848,2,17900.0,98000.0,180,1,0.685,1,279000.0,0
TRAD-003112,23,Self-Employed,337000.0,22,535,2,19300.0,635000.0,12,3,2.572,0,0.0,0
TRAD-003113,61,Business Owner,1111000.0,15,670,0,0.0,1316000.0,84,1,0.169,0,418000.0,1
TRAD-003114,37,Salaried,667000.0,28,748,1,8900.0,1125000.0,12,0,1.847,0,651000.0,0
TRAD-003115,42,Business Owner,708000.0,16,653,1,13500.0,178000.0,240,0,0.241,0,313000.0,1
TRAD-003116,48,Self-Employed,120000.0,6,869,1,6600.0,969000.0,36,4,3.0,1,537000.0,0
TRAD-003117,49,Self-Employed,483000.0,16,855,0,0.0,1070000.0,12,3,2.215,1,339000.0,0
TRAD-003118,22,Salaried,779000.0,23,622,0,0.0,1043000.0,180,0,0.089,0,44000.0,1
TRAD-003119,59,Salaried,704000.0,6,685,1,10800.0,259000.0,120,1,0.221,0,802000.0,1
TRAD-003120,48,Self-Employed,120000.0,6,629,0,0.0,1001000.0,240,4,0.417,0,0.0,0
TRAD-003121,64,Salaried,708000.0,17,681,0,0.0,1497000.0,48,3,0.529,0,303000.0,1
TRAD-003122,41,Salaried,753000.0,26,679,2,20300.0,1249000.0,36,2,0.876,0,108000.0,1
TRAD-003123,47,Self-Employed,1009000.0,10,791,3,36000.0,1167000.0,120,1,0.544,0,695000.0,1
TRAD-003124,40,Self-Employed,467000.0,15,616,2,29000.0,1968000.0,240,1,0.956,1,354000.0,0
TRAD-003125,60,Salaried,120000.0,19,451,0,0.0,1009000.0,240,3,0.42,0,939000.0,1
TRAD-003126,57,Salaried,371000.0,19,548,0,0.0,353000.0,48,0,0.238,0,309000.0,0
TRAD-003127,60,Salaried,343000.0,4,602,2,40200.0,355000.0,84,4,1.554,0,110000.0,0
TRAD-003128,43,Business Owner,856000.0,11,638,3,37300.0,1014000.0,180,1,0.602,0,0.0,0
TRAD-003129,55,Business Owner,120000.0,29,718,0,0.0,50000.0,120,1,0.042,0,577000.0,1
TRAD-003130,36,Salaried,524000.0,26,597,1,12600.0,698000.0,84,1,0.479,0,91000.0,0
TRAD-003131,41,Salaried,1049000.0,23,585,0,0.0,1202000.0,24,3,0.573,0,195000.0,1
TRAD-003132,54,Salaried,652000.0,0,612,0,0.0,1661000.0,84,0,0.364,1,607000.0,0
TRAD-003133,24,Salaried,901000.0,12,594,0,0.0,50000.0,24,0,0.028,0,563000.0,1
TRAD-003134,52,Business Owner,190000.0,1,647,0,0.0,964000.0,60,1,1.015,0,148000.0,0
TRAD-003135,21,Salaried,201000.0,9,643,0,0.0,856000.0,84,0,0.608,1,186000.0,0
TRAD-003136,46,Salaried,1052000.0,25,765,1,9400.0,924000.0,12,1,0.986,0,0.0,1
TRAD-003137,41,Salaried,678000.0,11,606,1,7800.0,992000.0,48,2,0.504,0,0.0,0
TRAD-003138,41,Salaried,679000.0,5,666,3,7500.0,879000.0,36,3,0.564,0,491000.0,1
TRAD-003139,42,Business Owner,337000.0,21,648,1,12500.0,1805000.0,24,1,3.0,0,519000.0,0
TRAD-003140,42,Self-Employed,678000.0,22,777,1,2000.0,1709000.0,84,2,0.395,0,389000.0,1
TRAD-003141,38,Self-Employed,329000.0,19,685,0,0.0,2293000.0,120,4,0.697,0,347000.0,1
TRAD-003142,40,Salaried,982000.0,24,800,0,0.0,893000.0,240,2,0.045,0,123000.0,1
TRAD-003143,45,Business Owner,1414000.0,21,591,1,5500.0,633000.0,120,4,0.091,0,667000.0,1
TRAD-003144,54,Salaried,786000.0,19,695,1,9800.0,271000.0,24,1,0.322,0,0.0,1
TRAD-003145,45,Business Owner,472000.0,26,645,0,0.0,562000.0,12,4,1.191,0,183000.0,0
TRAD-003146,49,Business Owner,120000.0,9,584,0,0.0,1364000.0,180,2,0.758,0,340000.0,0
TRAD-003147,57,Salaried,178000.0,13,694,1,6800.0,1465000.0,12,0,3.0,0,300000.0,0
TRAD-003148,64,Business Owner,1085000.0,16,865,1,2000.0,1339000.0,48,4,0.331,0,299000.0,1
TRAD-003149,25,Salaried,362000.0,20,619,0,0.0,468000.0,48,3,0.323,0,170000.0,1
TRAD-003150,52,Self-Employed,546000.0,14,688,1,9300.0,472000.0,24,1,0.637,0,435000.0,1
TRAD-003151,30,Salaried,833000.0,13,575,0,0.0,2172000.0,84,3,0.372,0,0.0,1
TRAD-003152,29,Salaried,1065000.0,4,561,1,500.0,359000.0,120,4,0.039,0,264000.0,1
TRAD-003153,55,Salaried,594000.0,19,625,0,0.0,1821000.0,240,0,0.153,0,408000.0,1
TRAD-003154,24,Salaried,537000.0,3,657,0,0.0,1163000.0,60,0,0.433,0,217000.0,0
TRAD-003155,58,Salaried,670000.0,14,661,3,12400.0,424000.0,48,3,0.38,0,301000.0,1
TRAD-003156,54,Salaried,474000.0,12,679,3,27800.0,130000.0,24,1,0.841,0,354000.0,0
TRAD-003157,64,Self-Employed,489000.0,23,543,0,0.0,452000.0,12,4,0.924,0,0.0,0
TRAD-003158,50,Salaried,765000.0,14,641,2,17200.0,1171000.0,180,3,0.372,0,0.0,1
TRAD-003159,59,Salaried,702000.0,0,748,2,9300.0,309000.0,180,4,0.188,0,333000.0,1
TRAD-003160,26,Business Owner,1247000.0,15,571,1,8600.0,1910000.0,240,3,0.159,0,148000.0,1
TRAD-003161,60,Business Owner,773000.0,6,666,4,24400.0,765000.0,24,4,0.874,0,163000.0,0
TRAD-003162,28,Salaried,972000.0,11,728,1,11400.0,1355000.0,48,3,0.489,0,442000.0,1
TRAD-003163,34,Salaried,350000.0,8,626,0,0.0,1303000.0,84,0,0.532,0,53000.0,0
TRAD-003164,26,Self-Employed,797000.0,4,732,1,13000.0,1954000.0,180,1,0.359,0,0.0,1
TRAD-003165,38,Self-Employed,448000.0,28,555,1,8900.0,615000.0,48,4,0.582,1,714000.0,0
TRAD-003166,53,Salaried,761000.0,7,784,0,0.0,969000.0,24,1,0.637,0,602000.0,1
TRAD-003167,32,Self-Employed,843000.0,15,735,0,0.0,50000.0,240,4,0.003,0,599000.0,1
TRAD-003168,57,Salaried,664000.0,24,705,0,0.0,967000.0,12,4,1.456,0,20000.0,0
TRAD-003169,47,Salaried,1324000.0,10,807,1,4900.0,1641000.0,120,3,0.168,0,281000.0,1
TRAD-003170,48,Self-Employed,1050000.0,28,669,1,900.0,1043000.0,48,0,0.259,0,0.0,1
TRAD-003171,62,Self-Employed,980000.0,12,641,1,14500.0,2403000.0,12,0,2.63,0,285000.0,0
TRAD-003172,40,Business Owner,864000.0,28,830,4,24600.0,1238000.0,60,3,0.628,0,213000.0,1
TRAD-003173,36,Salaried,1144000.0,13,875,0,0.0,549000.0,48,2,0.12,0,30000.0,1
TRAD-003174,64,Salaried,248000.0,0,634,1,4900.0,1196000.0,48,2,1.443,0,426000.0,0
TRAD-003175,45,Salaried,1034000.0,26,689,2,36900.0,50000.0,24,0,0.452,0,235000.0,1
TRAD-003176,48,Salaried,372000.0,25,799,1,16300.0,381000.0,120,2,0.628,0,731000.0,1
TRAD-003177,34,Salaried,492000.0,28,693,2,30400.0,109000.0,36,0,0.815,1,321000.0,0
TRAD-003178,30,Salaried,807000.0,3,756,1,9400.0,910000.0,24,0,0.704,0,0.0,0
TRAD-003179,28,Salaried,995000.0,25,774,2,25800.0,861000.0,48,4,0.527,0,0.0,1
TRAD-003180,30,Self-Employed,327000.0,10,647,1,8800.0,1683000.0,24,3,2.896,0,824000.0,0
TRAD-003181,29,Salaried,506000.0,25,740,2,27000.0,836000.0,60,4,0.971,1,210000.0,0
TRAD-003182,53,Salaried,677000.0,28,699,0,0.0,248000.0,60,4,0.073,0,360000.0,1
TRAD-003183,23,Self-Employed,598000.0,5,584,1,15300.0,1914000.0,180,4,0.52,1,302000.0,0
TRAD-003184,48,Salaried,889000.0,11,606,0,0.0,50000.0,240,2,0.003,0,654000.0,1
TRAD-003185,62,Business Owner,1612000.0,8,638,1,7600.0,925000.0,12,1,0.63,0,0.0,1
TRAD-003186,54,Salaried,767000.0,9,788,1,7100.0,1041000.0,12,3,1.468,0,632000.0,0
TRAD-003187,38,Salaried,444000.0,17,791,1,9800.0,893000.0,48,3,0.768,0,615000.0,1
TRAD-003188,23,Business Owner,287000.0,12,771,0,0.0,1225000.0,12,2,3.0,0,302000.0,0
TRAD-003189,57,Self-Employed,559000.0,19,742,1,10900.0,972000.0,180,2,0.35,0,403000.0,1
TRAD-003190,21,Self-Employed,387000.0,20,739,1,7100.0,1225000.0,180,1,0.431,0,207000.0,1
TRAD-003191,50,Self-Employed,781000.0,6,726,1,12200.0,509000.0,48,2,0.35,0,0.0,1
TRAD-003192,50,Salaried,777000.0,1,739,0,0.0,50000.0,240,4,0.003,0,445000.0,1
TRAD-003193,29,Self-Employed,520000.0,22,745,1,9300.0,870000.0,60,2,0.549,1,362000.0,0
TRAD-003194,53,Business Owner,1206000.0,5,567,2,35700.0,233000.0,60,2,0.394,0,367000.0,1
TRAD-003195,28,Business Owner,444000.0,5,625,1,13500.0,426000.0,180,4,0.429,1,421000.0,0
TRAD-003196,30,Salaried,617000.0,18,602,2,35100.0,1655000.0,60,4,1.219,0,149000.0,0
TRAD-003197,56,Salaried,829000.0,7,805,0,0.0,1913000.0,120,3,0.231,0,673000.0,1
TRAD-003198,64,Self-Employed,900000.0,5,857,1,2400.0,1643000.0,36,0,0.641,0,302000.0,1
TRAD-003199,32,Salaried,1008000.0,9,494,2,12400.0,1522000.0,60,4,0.45,0,435000.0,0
TRAD-003200,61,Salaried,770000.0,15,849,3,19800.0,939000.0,180,0,0.39,0,232000.0,1
TRAD-003201,61,Salaried,944000.0,25,708,1,5200.0,1560000.0,240,0,0.149,0,563000.0,1
TRAD-003202,54,Salaried,464000.0,29,796,3,600.0,1131000.0,24,1,1.234,1,326000.0,0
TRAD-003203,27,Salaried,907000.0,21,748,2,26200.0,2166000.0,12,2,2.735,1,279000.0,0
TRAD-003204,34,Salaried,903000.0,26,837,0,0.0,303000.0,84,0,0.048,0,602000.0,1
TRAD-003205,50,Salaried,1074000.0,15,720,0,0.0,1337000.0,12,2,1.245,0,0.0,1
TRAD-003206,64,Salaried,183000.0,12,570,1,17700.0,78000.0,120,4,1.203,0,230000.0,0
TRAD-003207,56,Business Owner,396000.0,24,690,0,0.0,1341000.0,48,3,0.847,0,147000.0,1
TRAD-003208,39,Salaried,880000.0,9,749,2,21100.0,50000.0,180,4,0.292,0,393000.0,1
TRAD-003209,31,Salaried,120000.0,24,679,2,14800.0,111000.0,24,4,1.942,0,379000.0,0
TRAD-003210,63,Salaried,788000.0,29,762,1,12300.0,66000.0,12,4,0.271,0,297000.0,1
TRAD-003211,33,Salaried,947000.0,11,694,3,12700.0,1064000.0,24,0,0.723,0,121000.0,1
TRAD-003212,36,Business Owner,489000.0,19,643,0,0.0,1130000.0,12,3,2.311,1,294000.0,0
TRAD-003213,63,Business Owner,530000.0,23,597,0,0.0,2493000.0,24,0,2.352,0,381000.0,0
TRAD-003214,45,Salaried,349000.0,23,663,0,0.0,841000.0,120,3,0.241,0,255000.0,1
TRAD-003215,32,Salaried,504000.0,6,719,0,0.0,1402000.0,120,4,0.278,0,577000.0,0
TRAD-003216,21,Salaried,512000.0,28,514,1,14000.0,1005000.0,84,0,0.609,0,453000.0,0
TRAD-003217,39,Salaried,459000.0,15,626,3,11400.0,1348000.0,48,2,1.032,0,305000.0,0
TRAD-003218,64,Salaried,443000.0,1,510,0,0.0,993000.0,36,0,0.747,0,0.0,0
TRAD-003219,40,Salaried,574000.0,3,641,0,0.0,1615000.0,180,2,0.188,0,245000.0,1
TRAD-003220,51,Salaried,571000.0,21,814,1,9500.0,216000.0,180,2,0.225,0,458000.0,1
TRAD-003221,32,Self-Employed,1175000.0,12,587,1,19100.0,50000.0,36,4,0.209,0,230000.0,1
TRAD-003222,55,Salaried,540000.0,3,767,0,0.0,1171000.0,240,1,0.108,0,376000.0,1
TRAD-003223,55,Salaried,746000.0,15,900,0,0.0,50000.0,84,3,0.01,0,244000.0,1
TRAD-003224,47,Salaried,488000.0,17,838,1,11400.0,1753000.0,48,3,1.178,0,358000.0,1
TRAD-003225,54,Salaried,485000.0,2,713,1,9800.0,544000.0,24,3,0.803,0,650000.0,0
TRAD-003226,46,Salaried,173000.0,10,782,0,0.0,225000.0,84,4,0.186,0,497000.0,1
TRAD-003227,37,Salaried,210000.0,13,570,0,0.0,2655000.0,12,0,3.0,0,0.0,0
TRAD-003228,53,Salaried,312000.0,23,551,3,21800.0,888000.0,36,0,1.787,0,0.0,0
TRAD-003229,57,Salaried,701000.0,19,703,1,9900.0,763000.0,120,3,0.278,1,411000.0,1
TRAD-003230,58,Business Owner,951000.0,2,738,2,14000.0,1386000.0,60,0,0.468,0,592000.0,0
TRAD-003231,30,Business Owner,150000.0,18,804,0,0.0,1430000.0,24,2,3.0,0,0.0,0
TRAD-003232,50,Salaried,496000.0,27,646,1,13600.0,1640000.0,24,2,1.982,0,248000.0,0
TRAD-003233,21,Salaried,267000.0,1,718,0,0.0,50000.0,120,3,0.019,1,893000.0,0
TRAD-003234,46,Self-Employed,576000.0,29,715,0,0.0,1248000.0,180,0,0.144,0,233000.0,1
TRAD-003235,46,Self-Employed,951000.0,2,688,0,0.0,709000.0,120,2,0.075,0,931000.0,1
TRAD-003236,36,Salaried,525000.0,18,693,1,6100.0,301000.0,24,3,0.426,1,94000.0,0
TRAD-003237,64,Salaried,637000.0,10,619,1,4800.0,931000.0,120,0,0.237,0,138000.0,1
TRAD-003238,59,Salaried,1057000.0,21,727,1,12800.0,50000.0,36,1,0.161,0,124000.0,1
TRAD-003239,22,Self-Employed,778000.0,25,719,1,13800.0,1500000.0,84,1,0.488,0,0.0,1
TRAD-003240,30,Salaried,437000.0,25,658,2,18200.0,711000.0,84,1,0.732,0,0.0,0
TRAD-003241,30,Salaried,694000.0,26,763,0,0.0,590000.0,180,2,0.057,0,245000.0,1
TRAD-003242,60,Salaried,418000.0,24,798,0,0.0,811000.0,180,0,0.129,0,336000.0,1
TRAD-003243,43,Salaried,768000.0,9,764,2,24400.0,791000.0,12,2,1.411,0,121000.0,0
TRAD-003244,53,Salaried,794000.0,13,601,1,6300.0,1641000.0,12,0,2.162,0,181000.0,0
TRAD-003245,56,Self-Employed,267000.0,21,709,3,13600.0,188000.0,240,0,0.646,0,662000.0,0
TRAD-003246,54,Salaried,699000.0,5,613,1,9100.0,652000.0,36,2,0.467,0,543000.0,1
TRAD-003247,24,Salaried,617000.0,17,709,1,7700.0,759000.0,12,4,1.38,1,235000.0,0
TRAD-003248,27,Salaried,803000.0,15,614,1,2900.0,208000.0,24,3,0.173,0,407000.0,1
TRAD-003249,38,Business Owner,883000.0,29,821,0,0.0,1004000.0,60,1,0.227,1,0.0,1
TRAD-003250,35,Salaried,784000.0,1,774,1,10300.0,429000.0,180,1,0.194,1,367000.0,0
TRAD-003251,53,Salaried,565000.0,2,810,1,6400.0,50000.0,240,2,0.14,0,284000.0,1
TRAD-003252,27,Salaried,911000.0,0,800,3,33100.0,1242000.0,84,0,0.631,0,206000.0,0
TRAD-003253,37,Business Owner,406000.0,16,674,1,9600.0,1906000.0,36,3,1.849,0,308000.0,0
TRAD-003254,31,Self-Employed,280000.0,16,660,1,13200.0,931000.0,120,0,0.898,0,268000.0,0
TRAD-003255,29,Business Owner,120000.0,17,865,0,0.0,833000.0,180,3,0.463,0,0.0,1
TRAD-003256,28,Self-Employed,630000.0,7,684,1,9900.0,819000.0,48,1,0.514,0,720000.0,1
TRAD-003257,29,Salaried,420000.0,9,571,0,0.0,565000.0,84,1,0.192,1,538000.0,0
TRAD-003258,45,Salaried,761000.0,12,796,0,0.0,1661000.0,60,2,0.437,0,203000.0,1
TRAD-003259,39,Salaried,120000.0,1,714,0,0.0,961000.0,180,0,0.534,0,0.0,0
TRAD-003260,40,Self-Employed,469000.0,22,843,2,4700.0,50000.0,84,1,0.135,1,0.0,1
TRAD-003261,42,Self-Employed,782000.0,1,723,2,11300.0,1679000.0,12,1,2.32,0,801000.0,0
TRAD-003262,53,Salaried,362000.0,20,698,1,2200.0,1520000.0,180,4,0.353,0,257000.0,0
TRAD-003263,58,Business Owner,765000.0,13,845,0,0.0,1291000.0,84,0,0.241,0,491000.0,1
TRAD-003264,44,Salaried,494000.0,29,554,3,25100.0,50000.0,48,0,0.635,1,63000.0,0
TRAD-003265,49,Salaried,641000.0,20,644,1,12300.0,898000.0,24,1,0.931,0,223000.0,0
TRAD-003266,53,Salaried,817000.0,14,616,1,8400.0,1481000.0,120,2,0.305,0,236000.0,1
TRAD-003267,51,Business Owner,917000.0,21,491,2,13200.0,1147000.0,12,3,1.424,0,360000.0,0
