applicant_id,age,occupation_type,monthly_upi_txn_count,monthly_upi_turnover,avg_daily_balance,cashflow_volatility,utility_payment_reliability,rent_payment_reliability,months_of_transaction_history,requested_loan_amount,alternate_credit_score,approved
THIN-002413,52,Gig Worker,142,126700.0,200.0,0.092,0.908,0.836,39,138000.0,636,1
THIN-002414,23,Shopkeeper,189,138200.0,5830.0,0.115,0.87,0.476,36,17000.0,613,1
THIN-002415,31,Gig Worker,479,105800.0,12860.0,0.113,0.743,0.733,46,157000.0,657,1
THIN-002416,31,Freelancer,485,26700.0,970.0,0.087,0.757,0.575,3,162000.0,546,1
THIN-002417,55,Gig Worker,545,111600.0,14580.0,0.064,0.921,0.761,34,30000.0,703,1
THIN-002418,29,Vendor,87,81700.0,200.0,0.181,0.79,0.432,16,174000.0,479,1
THIN-002419,43,Vendor,360,29800.0,30150.0,0.426,0.601,0.54,29,160000.0,482,1
THIN-002420,33,Shopkeeper,17,80200.0,7430.0,0.216,0.646,0.785,48,5000.0,540,1
THIN-002421,49,Gig Worker,664,97100.0,840.0,0.226,0.883,0.91,8,271000.0,551,1
THIN-002422,23,Freelancer,670,38200.0,6590.0,0.136,0.968,0.601,34,5000.0,638,1
THIN-002423,54,Vendor,380,5000.0,3740.0,0.29,0.514,0.764,19,222000.0,475,1
THIN-002424,55,Shopkeeper,208,87600.0,22980.0,0.365,0.594,0.68,14,254000.0,458,0
THIN-002425,50,Shopkeeper,403,17300.0,12760.0,0.19,0.983,0.638,48,37000.0,618,1
THIN-002426,54,Shopkeeper,636,125700.0,1880.0,0.028,0.623,0.768,8,107000.0,620,1
THIN-002427,32,Shopkeeper,456,13900.0,6680.0,0.393,0.755,0.569,31,26000.0,503,1
THIN-002428,41,Shopkeeper,374,33900.0,11940.0,0.229,0.801,0.806,33,131000.0,593,1
THIN-002429,39,Vendor,329,145500.0,19640.0,0.096,0.712,0.891,37,87000.0,672,1
THIN-002430,35,Shopkeeper,641,5000.0,3050.0,0.387,0.822,0.652,10,65000.0,451,1
THIN-002431,37,Vendor,593,142500.0,4350.0,0.109,0.759,0.461,15,234000.0,581,1
THIN-002432,48,Shopkeeper,78,136500.0,2890.0,0.137,0.777,0.86,9,47000.0,538,1
THIN-002433,31,Vendor,571,59900.0,33780.0,0.175,0.769,0.657,58,5000.0,622,1
THIN-002434,32,Gig Worker,21,40800.0,2860.0,0.126,0.771,0.56,51,19000.0,562,1
THIN-002435,59,Shopkeeper,774,77700.0,15600.0,0.203,0.901,0.445,11,98000.0,541,1
THIN-002436,30,Freelancer,421,113300.0,17850.0,0.324,0.706,0.715,48,5000.0,570,1
THIN-002437,48,Vendor,723,8400.0,3830.0,0.198,0.7,0.824,19,144000.0,543,1
THIN-002438,32,Vendor,296,63100.0,11830.0,0.459,0.691,0.659,38,121000.0,508,1
THIN-002439,33,Shopkeeper,466,166100.0,3320.0,0.18,0.56,0.644,18,74000.0,549,1
THIN-002440,43,Shopkeeper,183,157700.0,4000.0,0.086,0.717,0.936,53,5000.0,653,1
THIN-002441,48,Vendor,476,37400.0,14380.0,0.088,0.965,0.661,58,58000.0,678,1
THIN-002442,30,Vendor,152,157600.0,200.0,0.301,0.686,0.706,32,20000.0,505,1
THIN-002443,29,Shopkeeper,83,153800.0,28620.0,0.581,0.675,0.682,53,318000.0,471,1
THIN-002444,47,Freelancer,767,194400.0,3130.0,0.115,0.887,0.812,30,5000.0,662,1
THIN-002445,19,Gig Worker,798,5000.0,4850.0,0.315,0.845,0.624,43,5000.0,538,1
THIN-002446,44,Shopkeeper,112,220600.0,11420.0,0.329,0.905,0.731,46,285000.0,554,1
THIN-002447,36,Vendor,285,5000.0,20680.0,0.198,0.517,0.787,4,84000.0,468,1
THIN-002448,25,Gig Worker,528,109300.0,16020.0,0.356,0.845,0.738,48,105000.0,578,1
THIN-002449,49,Vendor,469,30100.0,11510.0,0.271,0.399,0.589,38,146000.0,524,1
THIN-002450,59,Vendor,391,25500.0,29530.0,0.201,0.769,0.433,59,156000.0,579,1
THIN-002451,30,Freelancer,768,78400.0,9780.0,0.248,0.842,0.864,53,104000.0,615,1
THIN-002452,45,Vendor,165,38600.0,24010.0,0.179,0.912,0.817,54,214000.0,608,1
THIN-002453,34,Gig Worker,345,89600.0,8880.0,0.48,0.722,0.501,10,86000.0,438,1
THIN-002454,44,Shopkeeper,279,31700.0,7800.0,0.085,0.916,0.644,6,197000.0,574,1
THIN-002455,46,Shopkeeper,357,20900.0,8170.0,0.102,0.773,0.392,48,165000.0,608,1
THIN-002456,45,Vendor,541,154700.0,11920.0,0.493,0.838,0.796,18,218000.0,510,1
THIN-002457,19,Shopkeeper,92,5000.0,2610.0,0.269,0.705,0.744,7,190000.0,426,1
THIN-002458,31,Vendor,634,61600.0,200.0,0.137,0.864,0.745,37,257000.0,630,1
THIN-002459,42,Freelancer,187,175200.0,2680.0,0.045,0.512,0.86,58,98000.0,648,1
THIN-002460,37,Vendor,598,58800.0,19690.0,0.283,0.846,0.936,16,105000.0,561,1
THIN-002461,42,Vendor,145,79900.0,9650.0,0.519,0.966,0.761,48,5000.0,515,1
THIN-002462,19,Gig Worker,632,101100.0,13180.0,0.339,0.89,0.588,53,54000.0,572,1
THIN-002463,34,Shopkeeper,539,54600.0,22050.0,0.298,0.672,0.492,16,5000.0,497,1
THIN-002464,50,Vendor,729,118200.0,7850.0,0.113,0.599,0.506,52,121000.0,619,1
THIN-002465,19,Shopkeeper,374,61200.0,20980.0,0.401,0.542,0.906,37,77000.0,540,1
THIN-002466,42,Vendor,602,20000.0,17170.0,0.132,0.783,0.896,4,99000.0,569,1
THIN-002467,54,Gig Worker,416,72300.0,12520.0,0.403,0.699,0.66,7,24000.0,465,0
THIN-002468,23,Shopkeeper,334,113300.0,200.0,0.149,0.659,0.739,8,5000.0,528,1
THIN-002469,55,Vendor,141,138500.0,11200.0,0.289,0.688,0.892,44,128000.0,555,1
THIN-002470,40,Freelancer,468,41900.0,10240.0,0.147,0.54,0.398,40,5000.0,575,1
THIN-002471,27,Shopkeeper,174,197100.0,10820.0,0.149,0.838,0.953,59,159000.0,641,1
THIN-002472,42,Gig Worker,601,62200.0,8150.0,0.359,0.71,0.792,32,127000.0,547,1
THIN-002473,31,Freelancer,268,88400.0,1130.0,0.129,0.583,0.544,49,121000.0,578,1
THIN-002474,59,Gig Worker,573,24000.0,12590.0,0.44,0.924,0.616,23,149000.0,506,1
THIN-002475,42,Freelancer,254,80100.0,21310.0,0.102,0.754,0.587,50,160000.0,629,1
THIN-002476,23,Shopkeeper,600,95000.0,1410.0,0.106,0.644,0.908,32,98000.0,642,1
THIN-002477,44,Vendor,68,5000.0,13000.0,0.193,0.87,0.8,41,182000.0,555,1
THIN-002478,51,Freelancer,700,105900.0,17790.0,0.081,0.714,0.838,49,48000.0,683,1
THIN-002479,22,Freelancer,514,176700.0,2360.0,0.365,0.499,0.69,38,186000.0,528,1
THIN-002480,23,Shopkeeper,114,147400.0,200.0,0.648,0.528,0.577,46,237000.0,414,0
THIN-002481,22,Gig Worker,710,38700.0,29980.0,0.226,0.618,0.564,14,108000.0,515,1
THIN-002482,23,Freelancer,722,72800.0,200.0,0.112,0.569,0.55,19,215000.0,552,1
THIN-002483,28,Shopkeeper,613,65100.0,1120.0,0.236,0.524,0.501,41,97000.0,538,1
THIN-002484,31,Freelancer,114,55400.0,16100.0,0.22,0.871,0.615,14,88000.0,507,1
THIN-002485,53,Freelancer,124,106800.0,9580.0,0.438,0.698,0.606,36,221000.0,486,1
THIN-002486,51,Gig Worker,190,93500.0,13330.0,0.072,0.759,0.835,38,155000.0,658,1
THIN-002487,27,Shopkeeper,246,5000.0,6890.0,0.086,0.721,0.489,57,116000.0,587,1
THIN-002488,50,Vendor,455,88700.0,25730.0,0.515,0.66,0.291,46,5000.0,485,1
THIN-002489,28,Freelancer,212,9800.0,8980.0,0.325,0.747,0.805,16,8000.0,473,1
THIN-002490,47,Freelancer,116,91300.0,11580.0,0.209,0.517,0.652,34,135000.0,530,1
THIN-002491,31,Shopkeeper,796,120400.0,9510.0,0.093,0.95,0.468,50,67000.0,666,1
THIN-002492,20,Gig Worker,756,68000.0,14470.0,0.074,0.956,0.436,12,191000.0,611,1
THIN-002493,48,Gig Worker,238,157500.0,12170.0,0.174,0.962,0.838,50,132000.0,640,1
THIN-002494,58,Shopkeeper,529,95700.0,3750.0,0.067,0.887,0.74,55,158000.0,692,1
THIN-002495,21,Shopkeeper,748,154900.0,200.0,0.117,0.644,0.72,57,220000.0,624,1
THIN-002496,44,Freelancer,622,30500.0,11690.0,0.148,0.849,0.437,52,199000.0,610,1
THIN-002497,57,Gig Worker,670,88300.0,14240.0,0.228,0.759,0.396,42,131000.0,575,1
THIN-002498,42,Gig Worker,201,18800.0,15740.0,0.382,0.872,0.425,23,5000.0,464,1
THIN-002499,57,Shopkeeper,18,80000.0,3290.0,0.272,0.592,0.69,54,38000.0,501,1
THIN-002500,43,Gig Worker,482,83300.0,14240.0,0.192,0.815,0.761,6,123000.0,552,1
THIN-002501,39,Vendor,118,11900.0,7060.0,0.315,0.499,0.914,59,99000.0,495,1
THIN-002502,50,Vendor,301,162100.0,1580.0,0.541,0.842,0.911,45,84000.0,533,1
THIN-002503,58,Freelancer,20,108700.0,200.0,0.201,0.807,0.906,30,252000.0,543,1
THIN-002504,44,Shopkeeper,637,145500.0,16640.0,0.35,0.833,0.356,6,136000.0,472,1
THIN-002505,30,Shopkeeper,137,51000.0,8980.0,0.291,0.604,0.276,52,61000.0,477,1
THIN-002506,59,Gig Worker,672,5000.0,18370.0,0.304,0.966,0.848,51,32000.0,582,1
THIN-002507,28,Gig Worker,378,164100.0,8140.0,0.485,0.887,0.846,16,134000.0,512,1
THIN-002508,31,Shopkeeper,578,45200.0,13930.0,0.15,0.393,0.49,45,64000.0,569,1
THIN-002509,56,Vendor,133,197100.0,7340.0,0.462,0.681,0.848,22,167000.0,473,1
THIN-002510,35,Gig Worker,128,86300.0,200.0,0.366,0.827,0.605,8,108000.0,424,1
THIN-002511,23,Shopkeeper,679,31000.0,15280.0,0.119,0.691,0.661,37,138000.0,629,1
THIN-002512,47,Freelancer,447,89200.0,10560.0,0.149,0.73,0.729,56,5000.0,634,1
THIN-002513,23,Freelancer,733,91500.0,200.0,0.571,0.8,0.498,13,5000.0,427,0
THIN-002514,56,Freelancer,266,118900.0,8510.0,0.174,0.705,0.935,32,166000.0,610,1
THIN-002515,47,Vendor,30,73500.0,18770.0,0.179,0.748,0.725,27,215000.0,545,1
THIN-002516,58,Shopkeeper,371,45400.0,10860.0,0.195,0.893,0.652,40,5000.0,612,1
THIN-002517,38,Vendor,114,44600.0,13620.0,0.092,0.89,0.586,4,115000.0,539,1
THIN-002518,42,Vendor,776,137000.0,200.0,0.389,0.438,0.452,51,5000.0,477,1
THIN-002519,53,Vendor,395,5000.0,2560.0,0.272,0.743,0.878,20,93000.0,519,1
THIN-002520,52,Gig Worker,354,61800.0,7320.0,0.139,0.648,0.381,44,27000.0,585,1
THIN-002521,53,Shopkeeper,576,138500.0,640.0,0.08,0.911,0.604,38,5000.0,668,1
THIN-002522,50,Freelancer,432,81100.0,1050.0,0.179,0.424,0.75,6,52000.0,499,1
THIN-002523,21,Shopkeeper,196,120800.0,200.0,0.371,0.861,0.593,43,186000.0,509,1
THIN-002524,25,Vendor,269,90700.0,200.0,0.228,0.934,0.714,32,51000.0,570,1
THIN-002525,44,Freelancer,641,106500.0,4920.0,0.396,0.735,0.877,57,167000.0,562,1
THIN-002526,27,Gig Worker,758,41000.0,5000.0,0.051,0.869,0.694,14,173000.0,633,1
THIN-002527,39,Freelancer,696,139300.0,17380.0,0.038,0.955,0.781,20,114000.0,694,1
THIN-002528,43,Shopkeeper,118,59100.0,9540.0,0.386,0.871,0.667,38,167000.0,515,1
THIN-002529,51,Vendor,341,5000.0,11250.0,0.185,0.917,0.383,3,101000.0,484,0
THIN-002530,49,Vendor,573,74200.0,17790.0,0.208,0.868,0.706,17,216000.0,574,1
THIN-002531,22,Gig Worker,424,189400.0,20400.0,0.123,0.715,0.471,46,311000.0,634,1
THIN-002532,40,Vendor,567,5000.0,1200.0,0.074,0.649,0.725,32,146000.0,611,1
THIN-002533,47,Vendor,91,88100.0,5060.0,0.592,0.329,0.723,24,126000.0,391,0
THIN-002534,31,Freelancer,151,57100.0,10730.0,0.205,0.865,0.689,10,5000.0,513,1
THIN-002535,21,Gig Worker,57,83900.0,16880.0,0.363,0.684,0.615,12,123000.0,433,1
THIN-002536,49,Vendor,499,59400.0,6780.0,0.166,0.639,0.665,42,108000.0,603,1
THIN-002537,54,Vendor,760,132500.0,6920.0,0.308,0.797,0.747,39,175000.0,584,1
THIN-002538,51,Shopkeeper,455,15600.0,200.0,0.252,0.878,0.673,20,239000.0,521,1
THIN-002539,24,Freelancer,144,117300.0,200.0,0.209,0.931,0.615,28,5000.0,542,1
THIN-002540,45,Shopkeeper,763,107100.0,200.0,0.096,0.828,0.661,52,119000.0,646,1
THIN-002541,22,Vendor,81,89500.0,15620.0,0.198,0.74,0.57,5,147000.0,476,1
THIN-002542,56,Shopkeeper,62,66900.0,8810.0,0.192,0.94,0.821,58,5000.0,591,1
THIN-002543,24,Gig Worker,345,210200.0,200.0,0.071,0.694,0.629,28,191000.0,622,1
THIN-002544,48,Gig Worker,108,89100.0,25640.0,0.553,0.939,0.547,29,231000.0,472,1
THIN-002545,33,Shopkeeper,264,62300.0,15140.0,0.336,0.758,0.498,55,34000.0,525,1
THIN-002546,41,Vendor,521,91400.0,200.0,0.326,0.872,0.983,41,48000.0,585,1
THIN-002547,45,Gig Worker,715,103800.0,17320.0,0.487,0.834,0.674,45,111000.0,543,1
THIN-002548,54,Vendor,457,91600.0,7000.0,0.372,0.88,0.256,56,175000.0,528,1
THIN-002549,34,Vendor,54,12300.0,3200.0,0.232,0.849,0.212,28,197000.0,464,1
THIN-002550,27,Gig Worker,643,225000.0,200.0,0.049,0.807,0.563,17,234000.0,624,1
THIN-002551,19,Gig Worker,123,131100.0,12310.0,0.111,0.965,0.559,7,195000.0,555,1
THIN-002552,22,Shopkeeper,441,96300.0,200.0,0.412,0.892,0.873,50,104000.0,556,1
THIN-002553,44,Vendor,254,55100.0,12190.0,0.101,0.637,0.953,34,201000.0,637,1
THIN-002554,24,Shopkeeper,714,90700.0,12290.0,0.435,0.69,0.532,8,40000.0,450,1
THIN-002555,34,Gig Worker,794,54600.0,8160.0,0.382,0.769,0.61,19,5000.0,498,1
THIN-002556,44,Freelancer,360,103200.0,7700.0,0.136,0.832,0.678,43,268000.0,641,1
THIN-002557,33,Vendor,303,215700.0,4060.0,0.35,0.968,0.614,59,99000.0,567,1
THIN-002558,24,Freelancer,73,21700.0,19790.0,0.355,0.942,0.873,16,5000.0,485,1
THIN-002559,55,Gig Worker,37,69600.0,9440.0,0.149,0.887,0.741,20,132000.0,554,1
THIN-002560,19,Vendor,204,74600.0,11600.0,0.278,0.52,0.716,27,131000.0,505,1
THIN-002561,28,Gig Worker,616,5000.0,9770.0,0.138,0.556,0.792,55,30000.0,593,1
THIN-002562,34,Vendor,418,116300.0,12480.0,0.309,0.933,0.911,4,41000.0,535,1
THIN-002563,57,Gig Worker,239,180700.0,15410.0,0.248,0.848,0.726,55,67000.0,591,1
THIN-002564,27,Vendor,251,89000.0,15430.0,0.125,0.723,0.629,54,226000.0,616,1
THIN-002565,35,Shopkeeper,305,140000.0,9810.0,0.28,0.933,0.85,40,130000.0,605,1
THIN-002566,56,Vendor,191,80600.0,200.0,0.252,0.729,0.655,9,5000.0,462,1
THIN-002567,36,Shopkeeper,63,129000.0,8250.0,0.189,0.791,0.679,42,146000.0,570,1
THIN-002568,59,Vendor,620,120900.0,2010.0,0.223,0.729,0.846,53,74000.0,606,1
THIN-002569,53,Vendor,141,51800.0,10510.0,0.206,0.776,0.876,39,114000.0,582,1
THIN-002570,24,Freelancer,457,153800.0,690.0,0.092,0.846,0.616,13,237000.0,600,1
THIN-002571,19,Vendor,31,84400.0,19720.0,0.233,0.961,0.74,36,283000.0,572,1
THIN-002572,59,Shopkeeper,264,42100.0,24750.0,0.153,0.668,0.705,30,132000.0,584,1
THIN-002573,48,Vendor,354,19200.0,4980.0,0.097,0.751,0.342,51,151000.0,600,1
THIN-002574,28,Freelancer,208,77500.0,7010.0,0.129,0.559,0.579,40,62000.0,579,1
THIN-002575,45,Freelancer,295,26700.0,3750.0,0.072,0.677,0.543,51,333000.0,618,1
THIN-002576,44,Vendor,733,151500.0,800.0,0.187,0.779,0.797,15,165000.0,567,1
THIN-002577,48,Shopkeeper,308,56400.0,200.0,0.131,0.903,0.666,44,110000.0,615,1
THIN-002578,33,Freelancer,376,44500.0,3150.0,0.407,0.967,0.376,55,6000.0,524,1
THIN-002579,26,Gig Worker,634,153900.0,6830.0,0.193,0.982,0.73,40,183000.0,645,1
THIN-002580,22,Shopkeeper,348,59500.0,15670.0,0.279,0.716,0.687,46,105000.0,567,1
THIN-002581,41,Vendor,734,134600.0,13520.0,0.24,0.567,0.434,44,5000.0,557,1
THIN-002582,35,Freelancer,550,85100.0,6430.0,0.045,0.768,0.688,13,75000.0,632,1
THIN-002583,30,Gig Worker,750,32400.0,200.0,0.107,0.708,0.728,6,131000.0,544,1
THIN-002584,24,Vendor,685,116900.0,30730.0,0.197,0.651,0.615,16,46000.0,552,1
THIN-002585,32,Vendor,219,106200.0,11870.0,0.158,0.9,0.625,17,156000.0,567,1
THIN-002586,19,Vendor,623,142000.0,2440.0,0.517,0.76,0.44,46,199000.0,501,1
THIN-002587,39,Shopkeeper,315,132100.0,7030.0,0.182,0.769,0.716,24,51000.0,581,1
THIN-002588,23,Gig Worker,225,190200.0,4130.0,0.325,0.843,0.443,58,188000.0,532,1
THIN-002589,30,Gig Worker,456,77800.0,4850.0,0.054,0.741,0.587,6,154000.0,594,1
THIN-002590,38,Shopkeeper,202,130800.0,24420.0,0.384,0.886,0.488,30,62000.0,512,1
THIN-002591,54,Gig Worker,594,172100.0,4350.0,0.096,0.589,0.899,21,286000.0,626,1
THIN-002592,58,Vendor,180,115100.0,8070.0,0.109,0.819,0.846,46,145000.0,643,1
THIN-002593,32,Vendor,199,5000.0,14850.0,0.402,0.804,0.707,51,133000.0,495,1
THIN-002594,19,Vendor,54,122000.0,1320.0,0.155,0.704,0.798,7,250000.0,502,1
THIN-002595,41,Gig Worker,262,151900.0,12630.0,0.148,0.662,0.917,23,186000.0,597,1
THIN-002596,38,Vendor,584,5000.0,18380.0,0.215,0.496,0.759,42,245000.0,553,1
THIN-002597,38,Vendor,491,192200.0,200.0,0.129,0.421,0.799,26,169000.0,578,1
THIN-002598,41,Shopkeeper,386,84600.0,27550.0,0.196,0.819,0.789,41,91000.0,630,1
THIN-002599,29,Shopkeeper,472,206600.0,5030.0,0.388,0.733,0.73,51,42000.0,558,1
THIN-002600,42,Vendor,606,93400.0,1270.0,0.127,0.676,0.699,7,75000.0,552,1
THIN-002601,38,Shopkeeper,589,35900.0,11150.0,0.363,0.651,0.8,31,87000.0,533,1
THIN-002602,36,Shopkeeper,708,106500.0,24900.0,0.161,0.913,0.786,26,208000.0,635,1
THIN-002603,48,Gig Worker,267,78300.0,4370.0,0.203,0.711,0.497,47,305000.0,560,1
THIN-002604,46,Vendor,495,5000.0,4670.0,0.394,0.761,0.468,22,169000.0,459,0
THIN-002605,35,Shopkeeper,253,101800.0,2100.0,0.025,0.754,0.667,58,75000.0,673,1
THIN-002606,27,Shopkeeper,691,84400.0,14970.0,0.38,0.51,0.785,10,185000.0,471,0
THIN-002607,50,Freelancer,141,14700.0,10660.0,0.152,0.749,0.492,44,103000.0,554,1
THIN-002608,36,Gig Worker,38,10100.0,3480.0,0.192,0.856,0.609,11,122000.0,470,1
THIN-002609,52,Freelancer,488,11900.0,9110.0,0.45,0.698,0.55,41,5000.0,496,1
THIN-002610,46,Shopkeeper,238,36700.0,8550.0,0.493,0.833,0.578,34,218000.0,488,1
THIN-002611,59,Vendor,200,85900.0,6070.0,0.083,0.908,0.698,18,83000.0,607,1
THIN-002612,43,Vendor,353,104800.0,28650.0,0.276,0.898,0.458,40,235000.0,577,1
THIN-002613,48,Vendor,26,109900.0,17010.0,0.564,0.842,0.772,56,147000.0,485,1
THIN-002614,46,Shopkeeper,434,7800.0,27930.0,0.109,0.908,0.757,31,216000.0,642,1
THIN-002615,50,Shopkeeper,667,197900.0,7720.0,0.397,0.798,0.644,33,68000.0,549,1
THIN-002616,44,Freelancer,328,24400.0,10500.0,0.063,0.791,0.434,30,94000.0,621,1
THIN-002617,26,Gig Worker,55,11700.0,7950.0,0.066,0.815,0.694,38,165000.0,609,1
THIN-002618,49,Vendor,721,37200.0,200.0,0.151,0.691,0.88,41,58000.0,610,1
THIN-002619,58,Gig Worker,205,35400.0,590.0,0.355,0.526,0.897,43,182000.0,497,1
THIN-002620,45,Shopkeeper,734,144000.0,20640.0,0.052,0.466,0.475,42,240000.0,645,1
THIN-002621,38,Vendor,455,106100.0,16090.0,0.136,0.929,0.808,27,5000.0,651,1
THIN-002622,46,Vendor,540,62800.0,7970.0,0.417,0.812,0.632,44,27000.0,540,1
THIN-002623,22,Vendor,736,24100.0,21930.0,0.117,0.815,0.882,3,184000.0,580,1
THIN-002624,42,Vendor,373,157500.0,14750.0,0.155,0.6,0.224,41,166000.0,575,1
THIN-002625,41,Gig Worker,617,89900.0,200.0,0.198,0.732,0.442,12,152000.0,504,1
THIN-002626,20,Shopkeeper,258,16900.0,8050.0,0.194,0.758,0.709,32,108000.0,564,1
THIN-002627,49,Gig Worker,521,90900.0,10290.0,0.048,0.88,0.548,54,7000.0,691,1
THIN-002628,23,Freelancer,758,116200.0,200.0,0.549,0.925,0.454,52,178000.0,500,1
THIN-002629,23,Gig Worker,129,80300.0,18620.0,0.437,0.613,0.716,29,313000.0,471,1
THIN-002630,36,Gig Worker,392,57200.0,23590.0,0.494,0.988,0.593,18,7000.0,500,0
THIN-002631,38,Gig Worker,27,106600.0,20030.0,0.1,0.885,0.778,59,5000.0,630,1
THIN-002632,33,Freelancer,491,188200.0,10230.0,0.043,0.762,0.871,53,207000.0,718,1
THIN-002633,58,Gig Worker,80,55800.0,13060.0,0.073,0.821,0.289,20,253000.0,553,1
THIN-002634,52,Shopkeeper,778,124200.0,10450.0,0.164,0.765,0.744,29,182000.0,618,1
THIN-002635,37,Shopkeeper,481,31000.0,4100.0,0.288,0.899,0.525,21,91000.0,525,1
THIN-002636,25,Vendor,386,142900.0,15930.0,0.238,0.815,0.35,13,127000.0,519,1
THIN-002637,21,Freelancer,83,33200.0,370.0,0.178,0.593,0.737,27,5000.0,506,1
THIN-002638,33,Vendor,563,104400.0,16550.0,0.163,0.915,0.308,36,212000.0,614,1
THIN-002639,58,Shopkeeper,36,96300.0,7860.0,0.262,0.587,0.711,21,101000.0,478,1
THIN-002640,44,Freelancer,678,19700.0,9350.0,0.146,0.469,0.857,44,161000.0,600,1
THIN-002641,22,Shopkeeper,140,83600.0,5780.0,0.022,0.541,0.894,58,298000.0,659,1
THIN-002642,27,Vendor,446,34000.0,7940.0,0.255,0.884,0.746,54,5000.0,596,1
THIN-002643,22,Gig Worker,228,24500.0,14280.0,0.274,0.718,0.618,27,53000.0,511,1
THIN-002644,59,Shopkeeper,767,39100.0,14520.0,0.22,0.706,0.908,27,128000.0,587,1
THIN-002645,58,Shopkeeper,564,134600.0,11220.0,0.147,0.775,0.397,20,203000.0,575,1
THIN-002646,31,Shopkeeper,123,86400.0,22830.0,0.468,0.768,0.784,37,253000.0,507,1
THIN-002647,49,Gig Worker,367,72000.0,7010.0,0.275,0.773,0.93,34,30000.0,592,1
THIN-002648,35,Gig Worker,283,123000.0,15310.0,0.229,0.722,0.655,8,267000.0,510,1
THIN-002649,46,Vendor,379,96400.0,200.0,0.175,0.689,0.566,32,54000.0,568,1
THIN-002650,22,Vendor,752,90900.0,8280.0,0.37,0.844,0.813,51,213000.0,575,1
THIN-002651,32,Shopkeeper,538,5000.0,200.0,0.223,0.324,0.735,56,65000.0,504,1
THIN-002652,36,Shopkeeper,173,112600.0,8800.0,0.444,0.813,0.411,58,153000.0,488,1
THIN-002653,43,Shopkeeper,396,172500.0,2060.0,0.225,0.614,0.684,44,184000.0,582,1
THIN-002654,54,Shopkeeper,289,109600.0,200.0,0.268,0.733,0.704,59,5000.0,548,1
THIN-002655,59,Vendor,698,173700.0,5090.0,0.093,0.659,0.493,21,42000.0,600,1
THIN-002656,39,Gig Worker,437,5000.0,17210.0,0.123,0.566,0.796,41,184000.0,605,1
THIN-002657,54,Shopkeeper,361,53900.0,22750.0,0.047,0.798,0.808,13,112000.0,641,1
THIN-002658,42,Vendor,486,24700.0,6320.0,0.148,0.696,0.84,9,145000.0,556,1
THIN-002659,19,Vendor,698,129100.0,13690.0,0.335,0.726,0.647,42,186000.0,563,1
THIN-002660,54,Shopkeeper,468,26100.0,16110.0,0.261,0.828,0.382,24,329000.0,526,1
THIN-002661,56,Vendor,227,77700.0,2950.0,0.349,0.952,0.601,37,118000.0,540,1
THIN-002662,52,Shopkeeper,35,116700.0,14880.0,0.517,0.741,0.454,38,57000.0,453,1
THIN-002663,34,Gig Worker,769,162800.0,7240.0,0.154,0.436,0.9,18,196000.0,574,1
THIN-002664,55,Freelancer,740,74500.0,23400.0,0.278,0.695,0.528,39,183000.0,563,1
THIN-002665,41,Shopkeeper,623,43100.0,11670.0,0.155,0.86,0.717,41,139000.0,636,1
THIN-002666,56,Vendor,230,131700.0,200.0,0.247,0.848,0.767,5,190000.0,489,1
THIN-002667,26,Gig Worker,24,94500.0,9740.0,0.209,0.619,0.686,51,107000.0,535,1
THIN-002668,51,Shopkeeper,784,84400.0,14790.0,0.221,0.828,0.462,36,82000.0,591,1
THIN-002669,56,Freelancer,175,122200.0,200.0,0.118,0.776,0.805,39,5000.0,609,1
THIN-002670,42,Gig Worker,596,50700.0,25480.0,0.281,0.682,0.825,30,272000.0,568,1
THIN-002671,22,Freelancer,256,8400.0,4790.0,0.123,0.615,0.863,19,109000.0,551,1
THIN-002672,42,Freelancer,728,133400.0,990.0,0.23,0.851,0.686,50,96000.0,600,1
THIN-002673,51,Gig Worker,752,5000.0,200.0,0.341,0.907,0.615,31,288000.0,506,1
THIN-002674,57,Shopkeeper,455,156200.0,2960.0,0.246,0.574,0.679,27,165000.0,548,1
THIN-002675,33,Gig Worker,156,152400.0,200.0,0.318,0.698,0.638,33,101000.0,498,1
THIN-002676,53,Vendor,101,103600.0,3110.0,0.277,0.924,0.788,34,5000.0,554,1
THIN-002677,26,Gig Worker,279,40300.0,200.0,0.178,0.736,0.527,57,107000.0,554,1
THIN-002678,21,Freelancer,367,105900.0,11400.0,0.189,0.884,0.691,7,255000.0,554,1
THIN-002679,48,Freelancer,656,80800.0,2310.0,0.307,0.944,0.882,5,133000.0,524,1
THIN-002680,53,Freelancer,46,96400.0,3420.0,0.29,0.751,0.731,13,292000.0,465,1
THIN-002681,33,Shopkeeper,132,5000.0,3850.0,0.157,0.906,0.916,42,110000.0,588,1
THIN-002682,32,Shopkeeper,484,95400.0,6920.0,0.137,0.964,0.891,3,150000.0,596,1
THIN-002683,53,Freelancer,503,12800.0,8980.0,0.081,0.753,0.752,8,5000.0,582,1
THIN-002684,28,Freelancer,71,37000.0,7890.0,0.208,0.875,0.798,38,181000.0,569,1
THIN-002685,25,Shopkeeper,234,84900.0,13440.0,0.279,0.399,0.786,23,106000.0,494,1
THIN-002686,29,Vendor,347,80200.0,6650.0,0.777,0.933,0.899,47,118000.0,524,0
THIN-002687,22,Freelancer,603,5000.0,200.0,0.151,0.964,0.681,31,69000.0,588,1
THIN-002688,46,Vendor,362,56400.0,6490.0,0.049,0.684,0.738,40,328000.0,672,1
